trial_id,learning_rate,gamma,batch_size,memory_size,target_update,eps_start,eps_end,eps_decay,initial_exploration,avg_score,final_scores,total_episodes,max_episodes,early_stopped,stop_reason,device_used,success,seed
522,0.0020603577625845837,0.9281181865288165,16,90552,100,0.9792665252930088,0.011664266840756332,0.9983820332677886,1865,11.2,"[13, 9, 10, 11, 13]",200,200,False,completed,cuda,True,544520
515,0.00012286850235507859,0.9501340928000302,128,73756,500,0.9109986603026137,0.04411918339599678,0.9952378578745847,668,9.4,"[11, 8, 10, 10, 10]",200,200,False,completed,cuda,True,536640
517,0.0019037274157341886,0.9242051366389323,64,67577,1000,0.9008258023713545,0.07012474943436098,0.9913997635470375,549,9.9,"[9, 9, 9, 15, 10]",200,200,False,completed,cuda,True,540524
516,0.009114491539324206,0.960568505960442,16,56107,500,0.9538253928960296,0.042660500350347325,0.9947476770328407,691,21.4,"[11, 36, 30, 42, 31]",200,200,False,completed,cuda,True,543372
502,0.004999865967217075,0.998296091376171,32,93402,100,0.9270708107127293,0.01221136586096428,0.990535000011837,1355,231.6,"[172, 216, 362, 500, 500]",200,200,False,completed,cuda,True,523540
433,0.002227466764172673,0.9301266099609015,64,82581,500,0.9511917463909202,0.021544540505104993,0.9912961957720215,1793,197.2,"[161, 161, 170, 201, 278]",200,200,False,completed,cuda,True,443112
521,0.00022399364910646806,0.9015936440648454,64,59223,500,0.9551013617064719,0.09777755303808609,0.9978600357885595,664,9.2,"[10, 9, 9, 9, 9]",200,200,False,completed,cuda,True,546624
519,0.0021676707154366292,0.9070036249869707,32,49993,1000,0.9195112804461401,0.051057335067792184,0.990753901207333,559,10.5,"[10, 9, 10, 11, 14]",200,200,False,completed,cuda,True,545500
506,0.0001386613816144871,0.9932090671335704,64,15679,1000,0.9989382704809839,0.07010544311555138,0.9934475551172215,647,15.4,"[13, 13, 18, 18, 14]",200,200,False,completed,cuda,True,510432
529,0.0002161986110285604,0.9322695491405361,16,43776,1000,0.9837006076830022,0.0171788584888528,0.994894295279107,1824,9.2,"[8, 9, 9, 9, 10]",200,200,False,completed,cuda,True,539112
526,0.009257692300570521,0.9300505926944765,128,17076,1000,0.90483066045964,0.09353817981391077,0.9980050690889544,1241,10.7,"[9, 8, 15, 10, 11]",200,200,False,completed,cuda,True,549524
531,0.001400919251673536,0.9591228043325887,128,26565,100,0.9090586565997874,0.09573875449242365,0.9956665602105673,1556,12.3,"[12, 10, 10, 13, 11]",200,200,False,completed,cuda,True,557500
533,0.0007843330417174988,0.9297167630438163,64,54081,500,0.9361018569826708,0.030595951380710792,0.9972285163363952,1916,9.5,"[11, 9, 9, 9, 9]",200,200,False,completed,cuda,True,543112
524,0.0013690109712394182,0.9573629223475862,16,39371,1000,0.9148828114249985,0.027766227560231914,0.9913202564056726,1397,9.9,"[10, 11, 10, 10, 10]",200,200,False,completed,cuda,True,546520
534,0.0013795558723478866,0.9595182869404348,64,52003,100,0.9459792093286598,0.031216290257589756,0.9947627148414432,1833,9.4,"[10, 9, 10, 8, 8]",200,200,False,completed,cuda,True,557524
523,0.0008052340333495825,0.9033039398491687,128,65542,1000,0.9825679448644073,0.04264283390595596,0.9980122456122047,1182,10.3,"[9, 10, 9, 9, 11]",200,200,False,completed,cuda,True,548808
527,0.00026152303741312945,0.9547939297748348,32,15088,1000,0.942032266070141,0.05238026732424452,0.9974119364274778,623,9.5,"[10, 9, 9, 10, 10]",200,200,False,completed,cuda,True,554372
530,0.0011918387521209577,0.9181991070077886,64,15646,500,0.9480941844805932,0.01016948971041219,0.9918823692262098,651,9.5,"[9, 8, 9, 9, 10]",200,200,False,completed,cuda,True,555624
525,0.001020755922222895,0.9138084200366469,16,90473,1000,0.9053278406526919,0.0492196642517401,0.9943867232779167,755,13.7,"[10, 9, 21, 10, 11]",200,200,False,completed,cuda,True,546640
535,0.000160378373754805,0.9552025012325635,64,78564,500,0.9851984694836454,0.011200883304953039,0.9921429311800376,1527,9.1,"[9, 8, 10, 9, 8]",200,200,False,completed,cuda,True,561500
532,0.00018483362023257488,0.918706870494298,64,73260,100,0.9221487949337113,0.03998912473973132,0.9902149365267757,705,8.8,"[9, 9, 9, 8, 8]",200,200,False,completed,cuda,True,536432
518,0.009798346885877881,0.9818581594136404,128,24065,1000,0.932677496319122,0.06715859519339278,0.9906701342869124,1155,54.5,"[127, 32, 31, 44, 108]",200,200,False,completed,cuda,True,529748
536,0.0002135255679180227,0.9858122583280997,32,50047,100,0.9647914903594655,0.0946125027297231,0.993514905910751,1476,10.0,"[10, 12, 10, 10, 10]",200,200,False,completed,cuda,True,546112
538,0.0006752649592639719,0.9559530026540051,16,63280,1000,0.938135654185496,0.08450058796106251,0.9940032910941898,1649,10.8,"[9, 13, 12, 9, 12]",200,200,False,completed,cuda,True,561524
539,0.00029575390873479276,0.9062193936469503,128,15771,1000,0.9294698131328336,0.05753372805250396,0.9958126014214789,1397,9.2,"[10, 9, 9, 10, 8]",200,200,False,completed,cuda,True,564808
537,0.00040183963398657236,0.9214291295991095,16,87269,1000,0.9748785594187244,0.02767226673747533,0.9988135591252907,759,10.0,"[11, 8, 9, 11, 10]",200,200,False,completed,cuda,True,559520
545,0.0003266206251520694,0.9514087229131218,16,90702,500,0.9126559475194627,0.03828298073087033,0.9984957504964377,1439,10.4,"[11, 10, 12, 9, 11]",200,200,False,completed,cuda,True,556748
543,0.000202261876897503,0.9019392244495306,128,63621,500,0.9535578052037865,0.06616337134750293,0.9932162131191303,800,9.4,"[8, 9, 9, 10, 9]",200,200,False,completed,cuda,True,569500
546,0.00016628773602138193,0.9390412607625307,16,11509,500,0.9921872347159039,0.04838501222793443,0.9973508279577822,1583,9.7,"[8, 10, 10, 11, 9]",200,200,False,completed,cuda,True,556112
544,0.0009091572610749084,0.9329470302225255,32,52933,500,0.9464524445300362,0.024061374810647823,0.9954489144551618,1165,10.0,"[10, 9, 9, 11, 11]",200,200,False,completed,cuda,True,548432
505,0.0012777439919556548,0.9051936857625551,64,15869,100,0.9177528859394973,0.09148551052488518,0.9903351324373653,551,195.8,"[278, 225, 180, 184, 159]",200,200,False,completed,cuda,True,529288
542,0.0003290192387497376,0.9555153958213437,128,80925,100,0.9910736151196462,0.04922708588868738,0.9956204060067572,635,11.3,"[10, 11, 10, 16, 10]",200,200,False,completed,cuda,True,563640
549,0.003949526427959569,0.9485113736944006,32,41382,1000,0.9971166909472506,0.08441542827330901,0.992134402331531,1800,11.6,"[10, 9, 9, 12, 12]",200,200,False,completed,cuda,True,571520
548,0.000890420634628298,0.980328610645667,32,35786,100,0.9036182003621682,0.04591476873933732,0.9945422241725016,916,21.5,"[10, 8, 10, 10, 10]",200,200,False,completed,cuda,True,573808
552,0.009001795187250418,0.9610216182528343,64,97229,100,0.9389888772008246,0.05050791552203615,0.995835618228701,1682,37.5,"[49, 36, 57, 20, 36]",200,200,False,completed,cuda,True,562112
550,0.0005639591705321168,0.973931069667709,16,59455,100,0.9736932850538654,0.09906171992378823,0.9975023695590962,1170,10.5,"[13, 10, 10, 9, 11]",200,200,False,completed,cuda,True,561748
556,0.00028321220694773935,0.9043238893182414,128,50485,1000,0.9075308137745335,0.04504248669461106,0.9902573388514895,1754,9.4,"[10, 8, 10, 9, 12]",200,200,False,completed,cuda,True,578520
551,0.0009837327383383214,0.9922844308714308,16,54232,1000,0.9451794295488022,0.056716726989108145,0.9961092165949331,1626,9.4,"[10, 9, 9, 9, 9]",200,200,False,completed,cuda,True,577500
555,0.00015905113981432308,0.9227239977173575,32,31430,1000,0.9461858228006452,0.09025881795146866,0.9927178893776903,760,9.4,"[9, 11, 9, 9, 9]",200,200,False,completed,cuda,True,576640
547,0.009575623315441584,0.9365684862056014,128,84859,100,0.9263077379075311,0.03587200729399513,0.9951959437815555,1576,186.7,"[225, 171, 208, 346, 221]",200,200,False,completed,cuda,True,570524
562,0.0013349878549914346,0.9434391766296523,128,58740,100,0.9083750146964222,0.027135215872260615,0.9925839833971267,1888,9.7,"[9, 9, 10, 9, 8]",200,200,False,completed,cuda,True,583640
379,0.004798288544662516,0.9837308057814438,16,21129,100,0.9205060063489899,0.025965687236011115,0.9971356865065382,1010,283.5,"[253, 384, 272, 228, 290]",200,200,False,completed,cuda,True,404672
564,0.0010635999517049006,0.9565333825369057,128,85063,1000,0.9958962008869867,0.04026107005523438,0.9958386696143611,1736,9.7,"[10, 10, 12, 10, 10]",200,200,False,completed,cuda,True,585640
565,0.00019780031555124403,0.9277165485585185,128,87684,500,0.9295965604587731,0.04269300229443736,0.9989370447115562,1968,9.3,"[8, 10, 10, 8, 10]",200,200,False,completed,cuda,True,590672
557,0.008117901552433622,0.9639550201430218,16,69658,500,0.942316816721036,0.037512328975500546,0.9926733385264754,840,20.0,"[11, 11, 14, 57, 16]",200,200,False,completed,cuda,True,582808
566,0.0006365303550298738,0.9343806312158206,32,15967,500,0.9376155401869157,0.023961255165403712,0.9913498411648776,1906,9.6,"[10, 10, 9, 10, 8]",200,200,False,completed,cuda,True,587640
563,0.0001503449252407666,0.9766393595975292,32,12361,500,0.9012574088397042,0.023125550464529812,0.9902372189095411,877,9.1,"[10, 9, 10, 10, 8]",200,200,False,completed,cuda,True,586524
520,0.00547592409597281,0.9683884737958859,16,24983,500,0.9191412648245981,0.019134023016785375,0.9982159481936903,759,244.8,"[233, 309, 225, 221, 213]",200,200,False,completed,cuda,True,547208
568,0.0007179828224498174,0.9969917346965436,32,30204,500,0.9787003851992334,0.0637858426024488,0.9935543786737778,1581,9.3,"[10, 8, 10, 10, 10]",200,200,False,completed,cuda,True,593808
559,0.0005894704247330607,0.9269826763145326,16,58044,100,0.936934028119045,0.09794091438441428,0.9948610675176984,590,38.2,"[28, 22, 66, 50, 21]",200,200,False,completed,cuda,True,570748
540,0.00017706221172869986,0.9212575712695167,32,12589,500,0.9635604288494264,0.09200946834831053,0.9927989799844307,1736,44.3,"[42, 36, 21, 34, 96]",200,200,False,completed,cuda,True,567372
571,0.00017387811912260637,0.9038368367309317,64,90175,100,0.902823725373367,0.09500452624939267,0.9908397456001681,1934,9.5,"[11, 9, 9, 10, 10]",200,200,False,completed,cuda,True,598208
567,0.0002537004225150184,0.9013753289438015,32,22898,500,0.9518780549720202,0.04792552454684715,0.9917064329104217,906,9.7,"[9, 10, 10, 9, 11]",200,200,False,completed,cuda,True,592672
575,0.0023082531768317187,0.9721668410528722,128,76178,1000,0.979006272229862,0.04956694491062929,0.994225593403276,1616,9.5,"[10, 10, 9, 10, 8]",200,200,False,completed,cuda,True,602208
569,0.0006324647829378648,0.9972391075388702,128,21042,100,0.9534002109773405,0.048441094529378455,0.9902291636718817,893,20.0,"[17, 16, 19, 23, 26]",200,200,False,completed,cuda,True,590640
573,0.0006845227524987813,0.9014202233355232,64,62352,1000,0.9133395885812221,0.04522410268950312,0.990184545799818,933,9.3,"[9, 9, 10, 10, 8]",200,200,False,completed,cuda,True,584748
576,0.00022687323536092665,0.9551101693857322,128,34327,500,0.9784386258024584,0.019840410000941024,0.9930126184298287,1361,9.1,"[10, 9, 10, 9, 10]",200,200,False,completed,cuda,True,601672
574,0.0020797525987292166,0.9938294527083423,16,25559,100,0.98531347662868,0.08123573484017858,0.9932075144409025,1367,13.3,"[11, 11, 13, 10, 9]",200,200,False,completed,cuda,True,601372
417,0.003154933853561655,0.9392627348846357,32,40704,100,0.9375925184183694,0.05667329828565544,0.9980148728120939,932,226.4,"[219, 219, 206, 208, 209]",200,200,False,completed,cuda,True,442492
578,0.0008138115594279003,0.9821166285349359,128,21429,1000,0.9542588634243033,0.05458050422684349,0.9927097987452483,1439,9.7,"[9, 8, 10, 9, 9]",200,200,False,completed,cuda,True,599640
579,0.0015408408777009574,0.9760582293722628,64,53229,1000,0.9894997822569105,0.06451655504717817,0.996640750146924,1419,9.5,"[9, 9, 11, 10, 8]",200,200,False,completed,cuda,True,590748
577,0.005953284145656545,0.9743174620144602,128,23919,100,0.9494856000454057,0.09030041227455375,0.9978956752749077,1837,62.1,"[54, 64, 68, 88, 84]",200,200,False,completed,cuda,True,604208
580,0.00284070263337857,0.9320529741518027,16,81244,1000,0.9387843838545722,0.09897763995269801,0.9927351802887929,1454,10.5,"[11, 9, 11, 12, 11]",200,200,False,completed,cuda,True,605672
583,0.0016882392004943776,0.9915229977157125,32,13723,500,0.900855490664986,0.01317990636179437,0.9920191388538261,1582,9.5,"[9, 10, 9, 10, 10]",200,200,False,completed,cuda,True,604640
528,0.0002482370612952718,0.9901751608107137,128,82292,500,0.9723701437959136,0.01125888289560939,0.9978079133753149,751,139.2,"[130, 164, 158, 167, 168]",200,200,False,completed,cuda,True,549540
581,0.006369835653758515,0.9003921190513177,16,71611,500,0.9011379197076717,0.02399210300719945,0.9924924769604747,768,13.2,"[12, 11, 19, 11, 18]",200,200,False,completed,cuda,True,608372
584,0.00826979102333552,0.945506576577565,64,87132,1000,0.9037340185877831,0.02387767162061734,0.9907455111221427,1176,15.0,"[12, 9, 10, 10, 17]",200,200,False,completed,cuda,True,595748
589,0.001378485072540832,0.9562824779993427,32,22121,500,0.9241881732769471,0.03624851226019441,0.9907071142654731,1692,9.9,"[10, 10, 9, 11, 10]",200,200,False,completed,cuda,True,616372
588,0.0005723467288634828,0.9190934708134094,64,79553,100,0.9045412916710622,0.021492155160127785,0.991411628880626,1191,9.2,"[9, 8, 10, 10, 8]",200,200,False,completed,cuda,True,609540
587,0.0018449786286139514,0.9524012712129728,128,16413,500,0.9837952816940346,0.018261725991145984,0.9910195437920021,1529,9.2,"[9, 9, 9, 9, 8]",200,200,False,completed,cuda,True,608640
585,0.0023745826365518755,0.9200647750912867,128,96446,500,0.9855654686377654,0.0226368884663224,0.9981387645497828,716,10.3,"[9, 10, 9, 10, 12]",200,200,False,completed,cuda,True,612208
586,0.0022744686483156507,0.985418579282479,16,34014,500,0.9218808360038125,0.027217264103931146,0.9980923323344163,704,12.5,"[11, 15, 11, 11, 20]",200,200,False,completed,cuda,True,611672
591,0.0034846693371328188,0.9008992999288449,64,10304,500,0.9320881640586766,0.010074828828721152,0.9922983027921021,1502,9.2,"[8, 8, 10, 9, 11]",200,200,False,completed,cuda,True,618372
554,0.006205026225191989,0.9821402064152174,64,87120,100,0.9322414498538797,0.06578913175923828,0.9946170883454655,1244,321.9,"[309, 275, 271, 283, 313]",200,200,False,completed,cuda,True,578288
596,0.0001729633344889399,0.9421362763490077,16,25021,1000,0.9292972069946736,0.06517800480933816,0.9927396666782121,1961,9.7,"[9, 10, 9, 10, 12]",200,200,False,completed,cuda,True,623372
592,0.0008173487763776642,0.9534488378682119,64,17371,100,0.9670263391186398,0.08754630310966813,0.997964689272379,1436,17.4,"[10, 17, 15, 43, 13]",200,200,False,completed,cuda,True,613540
590,0.0010647436396312778,0.9406314114973464,64,22260,1000,0.9230224419958526,0.05152097840357617,0.995622308700193,842,9.4,"[10, 10, 8, 10, 8]",200,200,False,completed,cuda,True,601748
595,0.0025339186528979285,0.9326155979654964,128,86207,1000,0.9752002893030624,0.07938818158174046,0.9982226268516466,1349,11.0,"[10, 11, 12, 10, 14]",200,200,False,completed,cuda,True,620672
499,0.0024919831172267436,0.9976934933250287,128,35689,100,0.9637886717162804,0.049904053340831075,0.9946082583548005,939,213.2,"[163, 284, 221, 189, 203]",200,200,False,completed,cuda,True,526460
594,0.00024066811282670434,0.9783847786065554,64,83610,100,0.9394992266799869,0.04285633687028645,0.9959012910171713,994,9.4,"[10, 10, 9, 9, 9]",200,200,False,completed,cuda,True,621208
599,0.00013921765362729963,0.94993627254556,128,87495,500,0.9662845202776694,0.019003290410167115,0.9927969203862789,1887,9.4,"[8, 10, 10, 9, 10]",200,200,False,completed,cuda,True,620540
582,0.004146790204940084,0.9456783868069227,64,11901,1000,0.9220233785874633,0.0469254694360877,0.9918093879393409,1013,110.6,"[163, 100, 113, 149, 156]",200,200,False,completed,cuda,True,607492
479,0.005083344783099872,0.9416100275784302,128,21135,100,0.9574793999622784,0.056600869940475654,0.9934571361653003,880,255.5,"[201, 137, 157, 194, 300]",200,200,False,completed,cuda,True,481996
561,0.004671895206508633,0.997369821485255,128,36314,500,0.9295911841040136,0.05745056368742969,0.9929720002877823,1137,208.4,"[215, 234, 199, 176, 167]",200,200,False,completed,cuda,True,587500
597,0.00501241183154854,0.9108918467820171,32,15551,1000,0.9484473575852517,0.07975941492478746,0.9914555856276925,762,11.8,"[9, 12, 10, 11, 16]",200,200,False,completed,cuda,True,621288
603,0.0009592638386001464,0.9126494491970135,16,86155,1000,0.9510876483838872,0.07900926749906799,0.9905595714231477,1186,9.6,"[11, 8, 10, 10, 11]",200,200,False,completed,cuda,True,630208
600,0.0005016428656240678,0.9319154878991368,32,49369,100,0.9471431941705573,0.012605215874876015,0.996224980827077,747,12.8,"[13, 13, 14, 13, 15]",200,200,False,completed,cuda,True,611748
606,0.0003280830733750252,0.940411311559485,16,46269,100,0.9211838703141321,0.02802146298650704,0.990798943321834,1703,9.7,"[9, 10, 10, 10, 10]",200,200,False,completed,cuda,True,608996
602,0.0012239036821283928,0.9301688400286213,32,24517,100,0.9227542691043521,0.05669041211160105,0.9918371040170365,1106,41.2,"[35, 44, 17, 39, 38]",200,200,False,completed,cuda,True,629460
608,0.00263209956683991,0.9305935961087828,128,76794,500,0.9655473758205585,0.01864766754652971,0.9939829321657381,1475,10.2,"[10, 9, 11, 10, 12]",200,200,False,completed,cuda,True,632288
611,0.008983985567540088,0.9867711633821062,64,12265,100,0.9504732358321054,0.03774794067394338,0.9965810145739958,1931,12.8,"[10, 13, 12, 10, 24]",200,200,False,completed,cuda,True,613996
604,0.0018125697929895174,0.9920202348940705,128,35673,1000,0.9254586044409269,0.03272611399639083,0.9979601076911767,671,10.0,"[12, 10, 10, 10, 9]",200,200,False,completed,cuda,True,625540
605,0.0009701980960203809,0.9757945399526933,64,97188,500,0.9779774301476797,0.038463687244968875,0.9989725052292376,998,12.1,"[9, 11, 14, 10, 13]",200,200,False,completed,cuda,True,630492
598,0.0019691296637386465,0.9523368327555568,128,23060,500,0.9601571676117305,0.01380144630310936,0.9940920697725841,718,22.3,"[23, 23, 35, 14, 18]",200,200,False,completed,cuda,True,625372
607,0.0024370280627895456,0.9866756158381537,64,41517,500,0.9161091420242514,0.06831674981542822,0.992257400385762,861,9.7,"[9, 11, 11, 9, 10]",200,200,False,completed,cuda,True,633500
615,0.001022413004170567,0.9259750502037508,128,51601,100,0.9049406076905518,0.032623792026619906,0.9955029022261945,1994,9.4,"[9, 10, 10, 10, 10]",200,200,False,completed,cuda,True,636540
610,0.008374318095344958,0.9298541954751156,64,55765,1000,0.9124749828645558,0.08050063825561185,0.9941287220542459,1126,11.0,"[14, 10, 18, 9, 9]",200,200,False,completed,cuda,True,621748
609,0.0025049713491412324,0.9972587496049572,16,66912,1000,0.9189747071984739,0.061416298762438544,0.9943512863518431,731,12.5,"[10, 9, 36, 10, 10]",200,200,False,completed,cuda,True,636208
617,0.00024388710845416246,0.9914071928936441,16,61854,1000,0.9100377043962856,0.07484890918844923,0.9946797133971153,1714,9.8,"[10, 9, 10, 10, 9]",200,200,False,completed,cuda,True,644372
621,0.00014653668978607714,0.9271719338682771,128,31136,1000,0.953008886822466,0.0902353497930079,0.9964995277153091,1596,9.3,"[10, 8, 9, 10, 9]",200,200,False,completed,cuda,True,648208
613,0.00031532095102458917,0.9121140951396712,32,83912,500,0.9177430411604394,0.08772533363616551,0.9924306551394215,1120,9.1,"[10, 9, 9, 8, 8]",200,200,False,completed,cuda,True,637288
618,0.0003958827902177343,0.9542105084978001,32,74107,500,0.9963787732309354,0.015103042786228697,0.9952825086934146,854,9.8,"[9, 9, 10, 11, 9]",200,200,False,completed,cuda,True,644500
624,0.000182953955338401,0.9341952279216833,128,14111,500,0.9776996477664339,0.07966830508313152,0.9969811838595085,1982,9.6,"[9, 10, 10, 10, 9]",200,200,False,completed,cuda,True,648288
614,0.0009030555826287621,0.9177508715988021,16,67885,100,0.9559763994696469,0.0661542647189197,0.9931983175668935,563,21.6,"[17, 17, 48, 25, 20]",200,200,False,completed,cuda,True,616996
612,0.0014994975252329758,0.9096350924628158,64,81819,1000,0.9561265891626949,0.06499434583547956,0.9933290576080287,1705,11.5,"[11, 10, 9, 9, 10]",200,200,False,completed,cuda,True,639460
627,0.0011470214701674154,0.9525271184772308,128,43596,500,0.959321024774724,0.08945504833720962,0.9929473961831148,1965,10.1,"[8, 9, 10, 10, 11]",200,200,False,completed,cuda,True,629996
625,0.0005778191705628894,0.9514142371583846,32,82743,500,0.9194327003721491,0.016478171877463855,0.9950994000132142,687,9.7,"[8, 10, 10, 10, 11]",200,200,False,completed,cuda,True,651500
629,0.0009456013338759457,0.9477371644886698,128,47897,1000,0.9718353437188414,0.07917718544024133,0.9969971867763597,1115,9.7,"[11, 10, 9, 9, 11]",200,200,False,completed,cuda,True,631996
623,0.00010530636965058707,0.989981245591869,128,16095,100,0.9882594153284554,0.029274416522991467,0.9950880519174117,540,9.4,"[8, 11, 9, 9, 9]",200,200,False,completed,cuda,True,650208
630,0.0076341297236364285,0.9808364685221463,64,50572,500,0.933149708202501,0.0873856174346096,0.9904223559210595,1250,11.0,"[9, 12, 10, 9, 9]",200,200,False,completed,cuda,True,656500
632,0.0006270544049381228,0.92312959500383,16,16185,100,0.931146679529356,0.057924957280151394,0.9934671402676734,1869,9.6,"[10, 10, 10, 9, 9]",200,200,False,completed,cuda,True,659208
631,0.0018446206545521362,0.9264118154087695,32,39377,1000,0.9994748885640334,0.09084694208405207,0.992506223101382,1180,10.4,"[10, 10, 10, 11, 12]",200,200,False,completed,cuda,True,633996
553,0.002354426613170289,0.90837718038549,16,55332,100,0.9450625714327139,0.010809453413236981,0.9979410261426551,739,253.6,"[225, 307, 406, 203, 193]",200,200,False,completed,cuda,True,557432
633,0.0005377139636139457,0.9052441192225549,32,25792,1000,0.980032057933398,0.05189138389279616,0.9966046800663764,1171,10.0,"[12, 11, 8, 8, 12]",200,200,False,completed,cuda,True,659500
634,0.00042242559813517554,0.9802221935581504,32,48274,1000,0.9037155020072041,0.015837963341291138,0.9902070111565933,1281,9.6,"[9, 8, 10, 10, 8]",200,200,False,completed,cuda,True,661208
619,0.005506418418678673,0.9860440668465356,16,69560,500,0.9670070520262465,0.020239434214491186,0.9976559563025464,541,198.3,"[184, 122, 168, 178, 163]",200,200,False,completed,cuda,True,640540
637,0.004581418262445578,0.9141303807401908,128,61756,100,0.9822012145928732,0.07267681338746017,0.9923865545559931,1690,12.2,"[12, 10, 10, 13, 26]",200,200,False,completed,cuda,True,663500
558,0.0033517584878642506,0.9753407131306395,64,54643,100,0.9451814818242152,0.06848851410424998,0.9900326257927895,515,166.9,"[167, 163, 140, 153, 185]",200,200,False,completed,cuda,True,568112
635,0.0047576336052321455,0.9437942443587617,64,85473,1000,0.9531129037230401,0.07981254238925455,0.9935362236913687,1025,10.1,"[10, 12, 10, 9, 11]",200,200,False,completed,cuda,True,637996
640,0.0028319691580693082,0.9630400167369365,128,55041,1000,0.9033995131504061,0.08620648625762474,0.9975048109530134,1669,10.0,"[9, 10, 11, 9, 10]",200,200,False,completed,cuda,True,666500
642,0.007329799836785821,0.9474362756715171,128,82884,500,0.9479855713540223,0.06396436736500744,0.9918674222611861,1808,10.0,"[8, 10, 13, 12, 9]",200,200,False,completed,cuda,True,644996
639,0.0003526467107958733,0.9179623800774233,32,89082,1000,0.9745651646159447,0.043654784792320954,0.9980411188472917,734,9.1,"[10, 9, 10, 9, 8]",200,200,False,completed,cuda,True,660540
638,0.001041506830196908,0.9976881328832389,32,74717,500,0.9898288915512069,0.0752018459913517,0.997450065504134,902,11.0,"[10, 10, 10, 14, 10]",200,200,False,completed,cuda,True,665208
643,0.003923161628059218,0.9326975349820121,32,13204,100,0.952649784727484,0.08307795836012555,0.9923022872978539,1765,10.5,"[9, 9, 9, 8, 17]",200,200,False,completed,cuda,True,669500
431,0.005403688703185368,0.9769024132912851,32,42537,100,0.9841422589851236,0.024780090684138514,0.9918468970868553,563,223.1,"[305, 194, 193, 263, 206]",200,200,False,completed,cuda,True,433044
641,0.0001539717204929902,0.9513976878887086,32,83032,1000,0.9662033597561781,0.04728233539808324,0.9968532033447634,1237,9.2,"[10, 9, 9, 9, 11]",200,200,False,completed,cuda,True,651112
646,0.0004450508792933332,0.9869955798770651,64,64365,500,0.97734998023996,0.03317269958296136,0.9904109025617024,1635,9.3,"[9, 11, 10, 10, 8]",200,200,False,completed,cuda,True,673208
644,0.00033603910052466834,0.9676399707972796,128,45540,500,0.9817272443990354,0.012326790826426405,0.9919877399896662,1215,9.6,"[8, 10, 10, 10, 9]",200,200,False,completed,cuda,True,646996
645,0.00026328756456742207,0.9979931836282219,128,80504,100,0.911036826511757,0.020344300001223354,0.9965144146127041,1430,9.4,"[9, 10, 9, 9, 9]",200,200,False,completed,cuda,True,666540
626,0.00016112701771935252,0.9742627486601899,64,77210,1000,0.9989147305981675,0.032253144077037034,0.9971086660856142,1048,33.8,"[41, 19, 40, 41, 48]",200,200,False,completed,cuda,True,650288
649,0.002230301971570245,0.9572185563321061,128,64166,100,0.9355413673859445,0.07217699338163132,0.9910505857790726,1810,12.9,"[10, 11, 9, 10, 10]",200,200,False,completed,cuda,True,659112
648,0.0008393847460390338,0.9613300448847859,16,82166,100,0.9647767225336391,0.07291863004830294,0.9960892006531553,1445,10.7,"[9, 10, 10, 13, 11]",200,200,False,completed,cuda,True,650044
647,0.006523196263860475,0.9168925909440688,16,75667,1000,0.9975698382998167,0.053847427252900384,0.9920844720526913,1130,10.8,"[9, 9, 18, 11, 11]",200,200,False,completed,cuda,True,673500
654,0.0016688455229366982,0.9729277139753463,32,19392,100,0.9653326162300341,0.051563228178053554,0.9962525016621459,1575,9.8,"[9, 9, 9, 12, 9]",200,200,False,completed,cuda,True,664112
652,0.0004509014731926289,0.9031697871030758,128,82164,1000,0.9814655318864676,0.08620597786825801,0.9933658483230641,950,9.6,"[9, 9, 11, 9, 10]",200,200,False,completed,cuda,True,673540
628,0.0009536161320776576,0.9552039493059827,16,59247,100,0.9557675588481622,0.05594028499942476,0.9986901745673664,921,212.5,"[214, 278, 420, 240, 267]",200,200,False,completed,cuda,True,655460
653,0.00028637411648624637,0.9406480329833198,32,87996,1000,0.9413044995333091,0.05341857692065915,0.9943593728142472,1103,9.3,"[9, 8, 9, 11, 10]",200,200,False,completed,cuda,True,677288
650,0.0007568630747953113,0.9764147422124598,64,28719,100,0.9723161940476921,0.0680764947268143,0.9986743709775857,1223,16.1,"[14, 15, 22, 14, 22]",200,200,False,completed,cuda,True,677208
636,0.0012403330973471604,0.9120693434954272,128,52364,1000,0.9909561708522828,0.07182391571005978,0.9989684954449409,595,86.5,"[73, 82, 72, 107, 70]",200,200,False,completed,cuda,True,640432
657,0.0003177854677715455,0.995437108280291,128,83509,500,0.9533264064635301,0.09468862449179878,0.9906895546186419,1771,9.2,"[9, 8, 9, 9, 8]",200,200,False,completed,cuda,True,667112
656,0.0023129989643221557,0.9527498796093592,16,31320,1000,0.9619370625551247,0.06107047757827394,0.9982292301484965,1642,9.7,"[8, 10, 9, 10, 12]",200,200,False,completed,cuda,True,682500
655,0.0015536081835049722,0.9746134737070137,64,40122,1000,0.9379184816263435,0.07738477107704143,0.9952728937390933,655,9.4,"[10, 10, 9, 10, 10]",200,200,False,completed,cuda,True,657044
651,0.00024385346829339892,0.9294573322978381,16,10361,1000,0.9919745450170767,0.03928788670127158,0.9914543456167317,1096,11.9,"[11, 13, 10, 17, 20]",200,200,False,completed,cuda,True,653996
663,0.004596359722875664,0.9437381669610186,128,99987,100,0.9522355155782245,0.022371960564693816,0.9963548892356423,1614,12.7,"[15, 16, 9, 13, 17]",200,200,False,completed,cuda,True,673112
